,"Project Name",Address,City,State,"Part 3 Approval","Total Project Costs","2010 Census Tract",Region,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","Congressional District"
205,"Cowell & Hubbard Building","1301-1309 Euclid Avenue",Cleveland,OH,2013-10-30,6392000.0,,Cleveland,41.501015,-81.682488,1,range_interpolation,1301,"Euclid Ave",Cleveland,OH,"Cuyahoga County",44115,US,"TIGER/Line® dataset from the US Census Bureau",2019,39,39035,Cleveland,3916000,107802,2044,2,390351078022044,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
206,"New England Building","617-637 Euclid Avenue, 614-626 Vincent Avenue",Cleveland,OH,2013-11-25,13500000.0,,Cleveland,41.500156,-81.688811,1,range_interpolation,617,"Euclid Ave",Cleveland,OH,"Cuyahoga County",44114,US,"TIGER/Line® dataset from the US Census Bureau",2019,39,39035,Cleveland,3916000,107701,1011,1,390351077011011,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
207,"Sovereign Hotel (University Tower Apartments)","1575 East Boulevard",Cleveland,OH,2013-12-04,22125000.0,,Cleveland,41.513815,-81.616489,1,rooftop,1575,"East Blvd",Cleveland,OH,"Cuyahoga County",44106,US,Cuyahoga,2019,39,39035,Cleveland,3916000,118301,1005,1,390351183011005,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
208,"Woodland Avenue & West Side Railroad Powerhouse","2000 Sycamore Street",Cleveland,OH,2013-12-26,10609000.0,,Cleveland,41.496337,-81.705345,1,range_interpolation,2000,"Sycamore St",Cleveland,OH,"Cuyahoga County",44113,US,"TIGER/Line® dataset from the US Census Bureau",2019,39,39035,Cleveland,3916000,103300,1005,1,390351033001005,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
209,"Hanna Building Complex","1400-1438 Euclid Avenue",Cleveland,OH,2014-01-21,56000000.0,,Cleveland,41.500846,-81.68152,1,rooftop,1400,"Euclid Ave",Cleveland,OH,"Cuyahoga County",44115,US,Cuyahoga,2019,39,39035,Cleveland,3916000,107701,1043,1,390351077011043,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
210,"Krause Building","2042-2044 East 4th Street",Cleveland,OH,2014-01-24,2000000.0,,Cleveland,41.499113,-81.690367,1,range_interpolation,2042,"E 4th St",Cleveland,OH,"Cuyahoga County",44115,US,"TIGER/Line® dataset from the US Census Bureau",2019,39,39035,Cleveland,3916000,107701,1070,1,390351077011070,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
211,"Wigmore Coliseum / Euclid Square Garage","1901 East 13th Street",Cleveland,OH,2014-02-25,22441880.0,,Cleveland,41.501829,-81.683042,1,rooftop,1901,"E 13th St",Cleveland,OH,"Cuyahoga County",44114,US,Cuyahoga,2019,39,39035,Cleveland,3916000,107802,2044,2,390351078022044,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
212,"F.W. Woolworth Building (Haig-Avedisian Building)","1317 Euclid Avenue",Cleveland,OH,2014-03-19,4196958.0,,Cleveland,41.501022,-81.68244,1,range_interpolation,1317,"Euclid Ave",Cleveland,OH,"Cuyahoga County",44115,US,"TIGER/Line® dataset from the US Census Bureau",2019,39,39035,Cleveland,3916000,107802,2044,2,390351078022044,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
213,"The Rialto Theater Building","1867-1873 West 25th Street",Cleveland,OH,2014-04-11,3796580.0,,Cleveland,41.485786,-81.704433,1,rooftop,1873,"W 25th St",Cleveland,OH,"Cuyahoga County",44113,US,Cuyahoga,2019,39,39035,Cleveland,3916000,103602,4016,4,390351036024016,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
214,"Hertel Dry Goods / Danzinger SEwing Machines","3900-04 Lorain Avenue",Cleveland,OH,2014-06-25,339000.0,,Cleveland,41.480782,-81.712559,1,rooftop,3900,"Lorain Ave",Cleveland,OH,"Cuyahoga County",44113,US,Cuyahoga,2019,39,39035,Cleveland,3916000,103602,3019,3,390351036023019,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
215,"M.T. Silver Building","2320 Superior Avenue",Cleveland,OH,2014-09-10,8996600.0,,Cleveland,41.508365,-81.675198,0.9,rooftop,2320,"Superior Ave E",Cleveland,OH,"Cuyahoga County",44114,US,Cuyahoga,2019,39,39035,Cleveland,3916000,107802,2015,2,390351078022015,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
216,"Globe Machine And Stamping Company","1250 West 76th Street",Cleveland,OH,2014-12-30,12000000.0,,Cleveland,41.485553,-81.737711,1,range_interpolation,1250,"W 76th St",Cleveland,OH,"Cuyahoga County",44102,US,"TIGER/Line® dataset from the US Census Bureau",2019,39,39035,Cleveland,3916000,101200,2004,2,390351012002004,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,,OH11
217,"The Whittier Hotel","415 Burns Street",Detroit,MI,2009-02-24,18900000.0,,Detroit,42.353268,-82.989181,0.6,rooftop,415,"Burns Dr",Detroit,MI,"Wayne County",48214,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,515700,1003,1,261635157001003,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
218,"Iodent Building","2233 Park Avenue",Detroit,MI,2009-02-24,7350000.0,,Detroit,42.337948,-83.053957,1,rooftop,2233,Park,Detroit,MI,"Wayne County",48201,US,Semcog,2019,26,26163,Detroit,2622000,520700,1016,1,261635207001016,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
219,"Caille Brothers Building","6200 SEcond Avenue",Detroit,MI,2009-02-26,12112111.0,,Detroit,42.366033,-83.0743,1,rooftop,6200,Second,Detroit,MI,"Wayne County",48202,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,533900,3039,3,261635339003039,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
220,"Hotel Fort Shelby","525 West Lafayette",Detroit,MI,2009-07-22,83390000.0,,Detroit,42.329093,-83.053095,1,rooftop,525,"W Lafayette",Detroit,MI,"Wayne County",48226,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,520800,1025,1,261635208001025,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
221,"Gillman House","61 Peterboro",Detroit,MI,2009-11-26,1330942.0,,Detroit,42.34456,-83.05764,1,rooftop,61,Peterboro,Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,522500,2005,2,261635225002005,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
222,"Odd Fellows Hall","8701-8711 West Vernor Highway",Detroit,MI,2009-12-07,4229361.0,,Detroit,42.308972,-83.132623,1,rooftop,8701,"W Vernor",Detroit,MI,"Wayne County",48209,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,524200,5005,5,261635242005005,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
223,"Louise Spencer House","39 Peterboro Street",Detroit,MI,2009-12-10,1251578.0,,Detroit,42.344716,-83.057281,1,rooftop,39,Peterboro,Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,522500,2005,2,261635225002005,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
224,"52 East Forest","52 East Forest",Detroit,MI,2010-04-28,2370653.0,,Detroit,42.35491,-83.061725,1,rooftop,52,"E Frst",Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,517500,2005,2,261635175002005,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
225,"General Motors Research Laboratory","485 & 495 Milwaukee Avenue",Detroit,MI,2010-07-27,125821466.0,,Detroit,42.347021,-83.060184,0.33,place,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau",2019,26,26163,Detroit,2622000,520300,2003,2,261635203002003,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
226,"Lafer Building","1323-1325 Broadway Avenue",Detroit,MI,2010-10-21,4278748.0,,Detroit,42.334672,-83.046228,1,rooftop,1323,Broadway,Detroit,MI,"Wayne County",48207,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,517200,2057,2,261635172002057,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
227,"Beethoven Apartments","4474 Third Avenue",Detroit,MI,2010-11-23,4186591.0,,Detroit,42.363851,-83.024612,0.9,range_interpolation,4474,"State Hwy 3",Detroit,MI,"Wayne County",48207,US,"TIGER/Line® dataset from the US Census Bureau",2019,26,26163,Detroit,2622000,518600,2005,2,261635186002005,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
228,"Garfield Manor Apartments","71 Garfield Avenue",Detroit,MI,2011-04-22,7640753.0,,Detroit,42.354502,-83.061263,1,rooftop,71,Garfield,Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,517500,2005,2,261635175002005,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
229,"4107 Cass Avenue","4107 Cass Avenue",Detroit,MI,2011-12-29,819201.0,,Detroit,42.349499,-83.063398,1,rooftop,4107,Cass,Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,520300,1006,1,261635203001006,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
230,"Second & Lothrop Apartment Building","7409, 7411, 7415 &7417 SEcond Avenue",Detroit,MI,2012-04-05,1049839.0,,Detroit,42.347021,-83.060184,0.33,place,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau",2019,26,26163,Detroit,2622000,520300,2003,2,261635203002003,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
231,"Standard Oil Company Gas SErvice Station","3169 Woodward",Detroit,MI,2012-04-20,457526.0,,Detroit,42.345097,-83.056879,1,rooftop,3169,"Woodward Ave",Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,522500,2005,2,261635225002005,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
232,"Newberry Hall","100 East Willis",Detroit,MI,2012-06-01,5802464.0,,Detroit,42.352102,-83.058744,1,rooftop,100,"E Willis",Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,517500,2010,2,261635175002010,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
233,"Parker Pharmacy","3961-65 Woodward Avenue",Detroit,MI,2012-09-19,896775.0,,Detroit,42.328734,-83.044801,1,range_interpolation,3961,"Woodward Ave",Detroit,MI,"Wayne County",48226,US,"TIGER/Line® dataset from the US Census Bureau",2019,26,26163,Detroit,2622000,520800,1084,1,261635208001084,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
234,"The David Broderick Tower","10 Witherell",Detroit,MI,2013-02-21,52300000.0,,Detroit,42.335954,-83.049734,1,rooftop,10,Witherell,Detroit,MI,"Wayne County",48226,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,517200,2053,2,261635172002053,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
235,"Detroit Candy Company Building","1528 Gratiot Avenue",Detroit,MI,2013-05-23,816333.0,,Detroit,42.345438,-83.036931,1,rooftop,1528,Gratiot,Detroit,MI,"Wayne County",48207,US,Semcog,2019,26,26163,Detroit,2622000,517000,1001,1,261635170001001,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
236,"Sherbrooke Apartments","615-617 W. Hancock",Detroit,MI,2013-05-24,2371259.0,,Detroit,42.353803,-83.068534,1,rooftop,615,"W Hancock",Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,520200,1009,1,261635202001009,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
237,"Michigan Bell & Western Electric Warehouse","882 Oakman Boulevard (Aka 14300 Woodrow Wilson)",Detroit,MI,2013-09-20,39944793.0,,Detroit,42.402924,-83.114073,1,rooftop,882,"Oakman Blvd",Detroit,MI,"Wayne County",48238,US,Semcog,2019,26,26163,Detroit,2622000,530100,1020,1,261635301001020,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
238,"Sheldor Apartments","1025 NEwport",Detroit,MI,2013-11-06,2812327.0,,Detroit,42.372339,-82.947066,1,rooftop,1025,Newport,Detroit,MI,"Wayne County",48215,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,512900,3003,3,261635129003003,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
239,"Chalmers Building","14436 E. Jefferson Avenue",Detroit,MI,2013-11-07,2959932.0,,Detroit,42.372767,-82.943619,1,rooftop,14436,"E Jefferson",Detroit,MI,"Wayne County",48215,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,513200,2001,2,261635132002001,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
240,"La Vogue Apartments","225 Merton Road",Detroit,MI,2013-11-07,4941621.0,,Detroit,42.418322,-83.106606,0.9,rooftop,225,Merton,"Highland Park",MI,"Wayne County",48203,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,538300,2007,2,261635383002007,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
241,"Chase Tower","611 Woodward",Detroit,MI,2013-11-26,36000000.0,,Detroit,42.330455,-83.046656,1,rooftop,611,"Woodward Ave",Detroit,MI,"Wayne County",48226,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,520800,1031,1,261635208001031,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
242,"Kensington Apartments","1085 Van Dyke",Detroit,MI,2013-12-11,4296289.0,,Detroit,42.354242,-82.997373,1,rooftop,1085,"Van Dyke",Detroit,MI,"Wayne County",48214,US,Semcog,2019,26,26163,Detroit,2622000,515300,1008,1,261635153001008,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
243,"Crestwood Apartments","1099 Van Dyke",Detroit,MI,2013-12-13,4296288.0,,Detroit,42.354293,-82.99744,1,rooftop,1099,"Van Dyke",Detroit,MI,"Wayne County",48214,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,515300,1008,1,261635153001008,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
244,"Charles Rischert Bakery","2919-21 Woodward Avenue",Detroit,MI,2014-06-30,1404193.0,,Detroit,42.328734,-83.044801,1,range_interpolation,2919,"Woodward Ave",Detroit,MI,"Wayne County",48226,US,"TIGER/Line® dataset from the US Census Bureau",2019,26,26163,Detroit,2622000,520800,1084,1,261635208001084,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
245,"Garden Theater","3933 Woodward Avenue",Detroit,MI,2014-06-30,7957095.0,,Detroit,42.349682,-83.059573,1,range_interpolation,3933,"Woodward Ave",Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau",2019,26,26163,Detroit,2622000,520300,2000,2,261635203002000,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
246,"E & B Brewery Lofts","1551 Winder",Detroit,MI,2014-10-10,6053531.0,,Detroit,42.3471,-83.037776,1,rooftop,1551,Winder,Detroit,MI,"Wayne County",48207,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,518900,1080,1,261635189001080,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
247,"Brentwood Apartments","487 Prentis",Detroit,MI,2014-11-18,1659170.0,,Detroit,42.352187,-83.066355,1,rooftop,487,Prentis,Detroit,MI,"Wayne County",48201,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,520300,1002,1,261635203001002,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI13
248,"The SEcurity Trust Company Building","735 Griswold",Detroit,MI,2014-12-03,2295893.0,,Detroit,42.331118,-83.048141,1,rooftop,735,Griswold,Detroit,MI,"Wayne County",48226,US,"City of Detroit Assessment Division",2019,26,26163,Detroit,2622000,520800,1001,1,261635208001001,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,MI14
